feature_1,Category,Family,Type,Length,Family and Type,Type Id,Type Name,Family Name,Base Offset,Top Offset,Volume,Structural Material,Area,Elevation at Bottom,Elevation at Bottom Survey,Elevation at Top,Elevation at Top Survey,Width,Foundation Thickness,Structural Usage,Elevation from Level,Offset,Mark,Thickness,Unconnected Height,Base Offset From Level,Maximum Ridge Height,Absorptance,Default Thickness,Coarse Scale Fill Color,Height Offset From Level,Perimeter,Sill Height,Head Height,Wall Closure,Panel Width,Location Line,Number,price
48,17,13,1,3714.529567056339,26,26,6,35,-99.26690497289701,-1717.1527319132751,1,2037289.805730572,0,37730.02804906762,38034.49713255445,41602.16652237044,38264.362760464224,2975.080099411881,280.7567333654735,0.5240681740269013,-11262.259190732388,4.956248938753404,103.1470343407217,222.44486962484206,2907.1018705499914,260.08068340557566,44463.87945831447,0.09999999999999998,111.16258174438163,6412785.489156611,604.1823902160871,32908.89558869561,287.4011576526357,1443.970018924561,0.5673522380729681,1071.7278249022834,1.5606871820426444,3.5246339483297593,350216.4019309641
152,17,6,32,130.6277434173584,6,26,5,24,1731.8618488723996,-1003.6239733485763,1,2482620.092538171,4,40082.33840902971,38475.479106310304,39021.38636637765,38494.66405405496,1917.691141871081,291.418206758769,0.3631674362488868,-3236.2800208458575,36.85993027310215,1970.4581905906011,184.2106387794326,435.00147424324985,803.4516650370242,43522.949766555765,0.09999999999999985,233.6833785863642,14800127.418724334,159.42620390485632,40570.227269097246,402.09302351266797,2302.5423469545813,0.9939561850988405,983.2689970859519,0.5014357526892295,1.801512668745004,350216.4019309641
154,7,1,6,2278.0927498962023,6,6,32,24,1653.1803221903942,2294.967536928857,1,5873999.647805261,2,37729.40726380023,38613.16188923225,41906.59731735853,38941.231964456485,2791.2256625525065,242.46113322652582,0.7844064439969947,-21673.5944871018,6.501440026409816,3520.512239292249,162.97692108968815,2426.5695674734993,531.7408728750013,43488.6154872752,0.0999999999999999,203.2365848023618,7398620.534263998,2282.0620503834084,18870.236928389466,-311.1462394577555,2107.421152900558,2.7140210491713574,906.7634223268666,1.0288882017757173,3.7184112857081137,350216.4019309641
28,16,37,55,76377.59186204875,1,13,33,3,1800.6241760802118,-439.5763218140096,58,10325187.783800079,1,42013.09827135146,37508.49197812585,37940.64372996172,37819.80622933741,372.27953233272746,252.5980388447464,0.5101175220009218,-27319.116236528986,11.159909968585552,4219.005860972897,59.72088076889911,443.2024778677378,554.6232297079855,43695.05009808253,0.09999999999999996,74.76646250188338,16350630.216185002,572.7333635968981,84383.54148156063,407.9178437493649,2679.4417451250883,0.36538805008507014,1101.594546290416,1.817637405960724,2.7881312470543245,350216.4019309641
29,8,5,5,64413.060358613686,6,52,54,24,2952.1756927766246,653.1140883201329,2,2197247.4879549956,19,41238.59069696792,37720.003546529304,38500.91483360948,37846.55613248705,3124.0869576442965,280.8351387971708,0.21527978211507204,-37019.88651288252,39.78257124103142,3721.9858397436906,62.69191017055705,3925.0947156132875,269.4020012445793,43676.75208967362,0.09999999999999985,75.08119883982161,7603498.80078732,872.1697320705348,77540.89409211939,-276.3401422189835,1255.112397196014,1.1010987742645524,963.4547709071579,1.3381351488253928,2.040406885339418,350216.4019309641
176,10,5,31,78132.17654978193,6,51,13,24,3199.8842300494944,-1403.3729843862616,13,951056.9014879372,0,40525.37881266264,37708.823253346185,39782.771992633716,38720.0066197217,1574.1858934285335,294.04240189708713,0.594996286383566,-15071.703486336915,21.508104414146302,5048.562148767515,172.9284381691216,2931.6244022156898,723.7471623355395,42636.320309904186,0.09999999999999988,189.61390713474168,14413635.092444535,497.0077576771158,94841.52341941785,719.1705498535921,1105.4014004601706,0.7169962024273602,1092.9154414670163,0.08510086561018548,3.056162852060973,350216.4019309641
35,17,31,38,56709.24428994739,17,54,26,7,-52.15256322102459,-1198.1637404442488,73,8294155.54015873,0,41631.781361050846,38751.04401599672,39592.322499965216,38234.95429327481,3975.836827116427,276.4293312924128,0.6332407059404112,-37072.77119479245,34.5324213084539,775.708575682209,244.62688990079178,2404.6011675222658,175.43021693765218,44154.78151141626,0.09999999999999992,60.65599638208727,4976330.0799821615,526.1995286742558,7763.289426751432,198.87837808464292,2434.2913801622103,0.18384084445315496,910.8683829351738,0.8407912667218509,1.4694502141235462,350216.4019309641
110,4,1,26,45989.70893389841,13,24,54,24,483.005246020467,1957.0802526072966,7,9510023.829118242,5,40144.018814545954,38386.764455446915,41966.54070032785,38608.07284211905,4263.823111680729,264.5859871785674,0.6560652071720501,-4477.392154771143,20.655166935927337,3655.1670713364365,238.84171212736234,1588.837885338739,315.7689385721545,43208.86935983561,0.09999999999999985,128.28105920343165,3762083.991469398,-340.3019638101253,92103.69434644282,485.06703969388093,1259.2888858982092,2.876866604250215,981.364821970327,0.7092463943684078,1.8696529185620663,350216.4019309641
173,16,6,54,117201.15365822785,6,6,50,31,1465.5550913110883,1759.7092099979009,1,3751237.386761151,0,41998.06530141672,38040.744028630565,41299.008605850286,38309.81895576246,69.40606781849384,289.8902772448572,0.891325172494804,-33941.72402008482,15.52591991394096,5828.5367938653535,182.46872049765577,4067.630359957329,261.98576494316455,43257.2067771195,0.09999999999999984,198.0599095635003,4728040.561924133,510.87395261265897,63441.91890152639,893.9636183496345,283.7701549749081,0.04218550339729665,980.7655863884575,0.38333441438269533,2.1242031784142066,350216.4019309641
25,3,6,26,13327.203419411573,32,11,1,35,-56.91164282290629,609.5962266251481,12,1462803.4337988694,1,40634.312938123105,38290.64476788599,38153.842454994745,38524.441479869485,2318.662401601194,254.68153361952386,0.8073790791532461,-29118.29017795404,48.458336725666854,5432.161389381696,74.51550807477224,3313.0042655400152,663.1719296266652,43431.1810437674,0.09999999999999999,204.48210022276524,9675656.088676702,2337.805713928386,95166.99597183724,481.4851743638467,1309.127254783761,3.3557221429199124,1167.9031258685861,0.7642079596412497,3.3068063416099442,350216.4019309641
249,9,5,1,85461.27782770881,40,1,6,21,190.5766180192527,-2118.591996429796,44,912272.5385990571,0,38801.15106703587,38683.91537164243,40441.79929716943,37846.04525345873,4820.8784237883465,274.62165023934887,0.1891839189385578,-20017.846975265325,49.35892901460429,735.2663660242943,60.77981737837064,1203.946238029759,146.44488548933134,45166.363502698136,0.09999999999999988,31.351937860145007,16290160.99238167,1761.2047656692835,38126.24498798612,666.3222310952165,1495.0044884504437,0.4923598286475812,1061.9398410317708,1.177225990869222,2.917835606426544,350216.4019309641
117,2,5,6,41856.737470054686,6,13,0,24,1594.535656410103,-326.902171934345,48,10229019.231900243,32,41014.32002447356,38697.09708157179,39048.94406734275,37906.10303349844,106.14904522385618,288.3067930710788,0.07813871130720129,-29817.90917381795,22.34627351952868,5281.888079997019,123.9621977827312,2521.860140622035,851.4559688923102,43257.9364676555,0.09999999999999998,97.48640028147047,2683209.4108058787,1867.4803727934304,64003.72006991377,580.694412686207,2677.4295399968973,2.2901739103156094,1022.9208123983224,0.36179810918977306,1.7768092359649001,350216.4019309641
143,4,5,38,29962.529436962883,32,6,1,24,412.59300617504937,1926.0255723185637,6,8384161.740676356,13,38120.92415185087,38381.06029456762,41143.05974448058,38221.4148352262,3608.734453341488,294.18898504797767,0.3520398372726171,-10042.52152630137,31.47898988731178,1185.0344380927859,221.70391440676613,3415.6802747640004,331.8150315386483,43554.58647200759,0.09999999999999984,82.87798054409076,158396.22077041052,1626.7088805642038,79558.75801845918,-169.16712604820705,2427.4287869782706,2.379981424998259,1108.6748328312235,1.4920954802561577,2.155706991674502,350216.4019309641
