feature_1,Design Option,Category,Family,Type,Horizontal Profile Offset,Vertical Profile Offset,Length,Family and Type,Type Id,Phase Created,Phase Demolished,Angle,Profile,Type Name,Family Name,Material,Base Level,Base Offset,Column Style,Level,Moves With Grids,Top Level,Top Offset,Volume,Host Id,Structural Material,Base Connection,Enable Analytical Model,Top Connection,Ht,b,kr,t,Keynote,A,Section Shape,Shape,W,Eccentricity,Area,Elevation at Bottom,Elevation at Bottom Survey,Elevation at Top,Elevation at Top Survey,Width,Rebar Cover - Bottom Face,Rebar Cover - Other Faces,Rebar Cover - Top Face,Default End Extension Length,Do Not Break At Inserts,Foundation Thickness,Structural Usage,Elevation from Level,Host,Schedule Level,Offset,Mark,AssetIdentifier,BarCode,Assembly Description,Description,EAN code,Installation instructions,Manufacturer,Model,OmniClass Number,OmniClass Title,Product Guid,Product data url,Technical description,Type Comments,Type Mark,URL,Thickness,Base Constraint,Top Constraint,Unconnected Height,Corner Mullion,Position,Width on side 1,Width on side 2,Wardrobe-Door,Blanket visibility,Base Offset From Level,Cutoff Level,Cutoff Offset,Related to Mass,Room Bounding,Fascia Depth,Maximum Ridge Height,Rafter Cut,Slope,Absorptance,Roughness,Default Thickness,Coarse Scale Fill Color,Coarse Scale Fill Pattern,Height Offset From Level,Perimeter,Span Direction,Structural,Display in Hidden Views,Glazing Type,Sill Height,Head Height,FRAME,Analytic Construction,Wall Closure,Core Frame Length,Core Frame Width,Full Door Handle Height,Full Panel Height,Lower Handle Height,Mid Rail Height,Panel Width,Full Height Door,MidRail,No MidRail,Top Panel Visible,Base Extension Distance,Base is Attached,Location Line,Top Extension Distance,Top is Attached,Wrapping at Ends,Wrapping at Inserts,Justification,Number,Automatically Embed,Curtain Panel,Join Condition,Adjust for Mullion Size,Layout,Spacing,Border 1 Type,Border 2 Type,Interior Type
10337896,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,2980,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,-1200,,,,,-255,2.18 m³,,414,,No,,,,,,W1.1,,,,,,11 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,3945,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10338051,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,3454,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,-1200,,,,,-600,1.45 m³,,414,,No,,,,,,W1.1,,,,,,7 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,3600,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,No,0,0,,,,,,,,,,,
10338133,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,4176,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,0,,,,,-255,1.91 m³,,414,,No,,,,,,W1.1,,,,,,10 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,2745,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10346605,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,1999,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,-1200,,,,,-350,0.92 m³,,414,,No,,,,,,W1.1,,,,,,5 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,3850,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10346755,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,5800,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,-1200,,,,,200,6.71 m³,,414,,No,,,,,,W1.1,,,,,,34 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,4400,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10346903,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,6400,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,-1200,,,,,200,6.70 m³,,414,,No,,,,,,W1.1,,,,,,34 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,4400,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10346973,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,5800,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,-1200,,,,,200,3.69 m³,,414,,No,,,,,,W1.1,,,,,,18 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,4400,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10347065,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,6400,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,-1200,,,,,200,6.70 m³,,414,,No,,,,,,W1.1,,,,,,34 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,4400,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10347306,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,3900,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,-1200,,,,,0,2.72 m³,,414,,No,,,,,,W1.1,,,,,,14 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,None,3400,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,No,0,0,,,,,,,,,,,
10347536,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,6398,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,-1200,,,,,0,4.21 m³,,414,,No,,,,,,W1.1,,,,,,21 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,None,3400,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,No,0,0,,,,,,,,,,,
10378262,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,3329,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,0,,,,,-255,1.55 m³,,414,,No,,,,,,W1.1,,,,,,8 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,2745,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10378384,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,8393,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,-1200,,,,,-255,6.50 m³,,414,,No,,,,,,W1.1,,,,,,33 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,3945,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10413435,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,1520,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,-1200,,,,,-255,1.17 m³,,414,,No,,,,,,W1.1,,,,,,6 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,3945,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10428108,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,6604,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,-600,,,,,0,3.94 m³,,414,,No,,,,,,W1.1,,,,,,20 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,01 FIRST,02 ROOF 1,3300,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10428109,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,5800,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,-600,,,,,0,4.53 m³,,414,,No,,,,,,W1.1,,,,,,23 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,01 FIRST,02 ROOF 1,3300,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10428110,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,6604,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,-600,,,,,0,4.54 m³,,414,,No,,,,,,W1.1,,,,,,23 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,01 FIRST,02 ROOF 1,3300,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10428111,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,5800,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,-600,,,,,0,3.85 m³,,414,,No,,,,,,W1.1,,,,,,19 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,01 FIRST,02 ROOF 1,3300,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10784160,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,6176,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,2650,,,,,0,0.43 m³,,414,,No,,,,,,W1.1,,,,,,2 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,350,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,No,0,0,,,,,,,,,,,
10887665,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,6650,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,-1200,,,,,-255,5.75 m³,,414,,No,,,,,,W1.1,,,,,,29 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,3945,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10900709,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,3232,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,-1200,,,,,2500,0.68 m³,,414,,No,,,,,,W1.1,,,,,,3 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,00 GROUND,3700,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10939373,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,3104,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,-1200,,,,,-350,2.13 m³,,414,,No,,,,,,W1.1,,,,,,11 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,3850,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,No,0,0,,,,,,,,,,,
10952496,None,OST_Walls,200 Masonary wall,200 Masonary wall,,,444,200 Masonary wall,200 Masonary wall,New Construction,None,,,200 Masonary wall,Basic Wall,,,0,,,,,-255,0.26 m³,,414,,No,,,,,,W1.1,,,,,,1 m²,,,,,200,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,2745,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10336878,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,1999,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,0,,,,,-255,0.43 m³,,414,,No,,,,,,W1.1,,,,,,4 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,2745,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10338617,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,3550,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,0,,,,,-255,0.96 m³,,414,,No,,,,,,W1.1,,,,,,10 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,2745,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,No,0,0,,,,,,,,,,,
10338673,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,4000,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,0,,,,,-255,0.72 m³,,414,,No,,,,,,W1.1,,,,,,7 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,2745,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,No,0,0,,,,,,,,,,,
10338799,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,3550,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,0,,,,,-255,0.93 m³,,414,,No,,,,,,W1.1,,,,,,9 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,2745,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,No,0,0,,,,,,,,,,,
10338990,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,4601,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,0,,,,,-255,1.04 m³,,414,,No,,,,,,W1.1,,,,,,10 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,2745,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,No,0,0,,,,,,,,,,,
10339073,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,900,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,0,,,,,-255,0.25 m³,,414,,No,,,,,,W1.1,,,,,,2 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,2745,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,No,0,0,,,,,,,,,,,
10339309,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,400,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,0,,,,,-255,0.08 m³,,414,,No,,,,,,W1.1,,,,,,1 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,2745,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,No,0,0,,,,,,,,,,,
10364990,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,1050,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,0,,,,,-255,0.06 m³,,414,,No,,,,,,W1.1,,,,,,1 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,2745,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,No,0,0,,,,,,,,,,,
10399266,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,1244,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,0,,,,,-255,0.06 m³,,414,,No,,,,,,W1.1,,,,,,1 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,2745,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,0,0,Yes,0,0,,,,,,,,,,,
10476219,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,1032,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,-400,,,,,0,0.32 m³,,414,,No,,,,,,W1.1,,,,,,3 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,01 FIRST,None,2150,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,0,0,Yes,0,0,,,,,,,,,,,
10581656,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,300,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,0,,,,,-255,0.06 m³,,414,,No,,,,,,W1.1,,,,,,1 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,2745,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10581747,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,845,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,0,,,,,-255,0.18 m³,,414,,No,,,,,,W1.1,,,,,,2 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,2745,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10581802,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,300,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,0,,,,,-255,0.06 m³,,414,,No,,,,,,W1.1,,,,,,1 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,2745,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10582065,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,250,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,0,,,,,-255,0.07 m³,,414,,No,,,,,,W1.1,,,,,,1 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,2745,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,No,0,0,,,,,,,,,,,
10582091,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,499,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,0,,,,,-255,0.11 m³,,414,,No,,,,,,W1.1,,,,,,1 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,2745,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,No,0,0,,,,,,,,,,,
10582161,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,250,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,0,,,,,-255,0.07 m³,,414,,No,,,,,,W1.1,,,,,,1 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,2745,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,No,0,0,,,,,,,,,,,
10583242,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,250,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,-400,,,,,-255,0.07 m³,,414,,No,,,,,,W1.1,,,,,,1 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,01 FIRST,02 ROOF 1,2845,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10583269,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,580,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,-400,,,,,-255,0.16 m³,,414,,No,,,,,,W1.1,,,,,,2 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,01 FIRST,02 ROOF 1,2845,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10583323,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,250,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,-400,,,,,-255,0.07 m³,,414,,No,,,,,,W1.1,,,,,,1 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,01 FIRST,02 ROOF 1,2845,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10619620,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,530,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,0,,,,,-255,0.12 m³,,414,,No,,,,,,W1.1,,,,,,1 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,2745,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10619656,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,296,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,0,,,,,-255,0.03 m³,,414,,No,,,,,,W1.1,,,,,,0 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,00 GROUND,01 FIRST,2745,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,2,0,Yes,0,0,,,,,,,,,,,
10888358,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,4350,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,-400,,,,,0,1.20 m³,,414,,No,,,,,,W1.1,,,,,,12 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,01 FIRST,None,2150,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,0,0,Yes,0,0,,,,,,,,,,,
10951515,None,OST_Walls,100 Masonary wall,100 Masonary wall,,,3872,100 Masonary wall,100 Masonary wall,New Construction,None,,,100 Masonary wall,Basic Wall,,,-400,,,,,0,0.62 m³,,414,,No,,,,,,W1.1,,,,,,6 m²,,,,,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,01 FIRST,None,1600,,,,,,,,,,No,Yes,,,,,0.1,1,,0,Brickwork,,,,No,,,,,,,,,,,,,,,,,,,0,No,0,0,No,0,0,,,,,,,,,,,
10348085,None,OST_Walls,Mesh Fence,Mesh Fence,,,2184,Mesh Fence,Mesh Fence,New Construction,None,0.00°,,Mesh Fence,Curtain Wall,,,0,,,,,0,,,,,No,,,,,,618,,,,,,4 m²,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,00 GROUND,None,1800,,,,,,,,,,No,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,,,No,,,4,1,No,Fencing,0,Yes,1,1800,38x76mm,38x76mm,None
10348405,None,OST_Walls,Mesh Fence,Mesh Fence,,,1647,Mesh Fence,Mesh Fence,New Construction,None,0.00°,,Mesh Fence,Curtain Wall,,,0,,,,,0,,,,,No,,,,,,618,,,,,,3 m²,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,00 GROUND,None,1800,,,,,,,,,,No,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,,,No,,,4,4,No,Fencing,0,Yes,1,1800,38x76mm,38x76mm,None
10349109,None,OST_Walls,Mesh Fence,Mesh Fence,,,1117,Mesh Fence,Mesh Fence,New Construction,None,0.00°,,Mesh Fence,Curtain Wall,,,0,,,,,0,,,,,No,,,,,,618,,,,,,2 m²,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,00 GROUND,None,1800,,,,,,,,,,No,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,,,No,,,4,4,No,Fencing,0,Yes,1,1800,38x76mm,38x76mm,None
10349380,None,OST_Walls,Mesh Fence,Mesh Fence,,,6578,Mesh Fence,Mesh Fence,New Construction,None,0.00°,,Mesh Fence,Curtain Wall,,,0,,,,,0,,,,,No,,,,,,618,,,,,,12 m²,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,00 GROUND,None,1800,,,,,,,,,,No,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,,,No,,,4,3,No,Fencing,0,Yes,1,1800,38x76mm,38x76mm,None
10349571,None,OST_Walls,Mesh Fence,Mesh Fence,,,1592,Mesh Fence,Mesh Fence,New Construction,None,0.00°,,Mesh Fence,Curtain Wall,,,0,,,,,0,,,,,No,,,,,,618,,,,,,3 m²,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,00 GROUND,None,1800,,,,,,,,,,No,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,,,No,,,4,4,No,Fencing,0,Yes,1,1800,38x76mm,38x76mm,None
