feature_1,Category,Family,Type,Length,Family and Type,Type Id,Type Name,Family Name,Base Offset,Top Offset,Volume,Structural Material,Area,Elevation at Bottom,Elevation at Bottom Survey,Elevation at Top,Elevation at Top Survey,Width,Foundation Thickness,Structural Usage,Elevation from Level,Offset,Mark,Thickness,Unconnected Height,Base Offset From Level,Maximum Ridge Height,Absorptance,Default Thickness,Coarse Scale Fill Color,Height Offset From Level,Perimeter,Sill Height,Head Height,Wall Closure,Panel Width,Location Line,Number,price
112,17,13,13,23556.812590155823,5,5,1,24,2211.9337371968095,-2196.840366105934,56,3187116.6019440833,19,40114.987096039906,38463.54868421931,42228.07580714813,38626.3612209857,4350.714690878313,238.65568395605436,0.8974538322058835,-18387.043774497946,25.47025342003729,5156.44010252723,234.8304630145283,2702.977850663064,893.2623386680973,43355.90858629938,0.09999999999999999,89.16594354618343,4681604.3682559235,2283.340454767964,47524.04100362551,41.570955558205185,497.63651163373754,0.9070296491675967,983.3364339428406,1.9894223350031595,1.2263997038894077,253312.21593283457
39,3,27,1,42759.31944357715,1,38,13,24,1261.234550040018,930.6365701954765,71,6405896.592477868,19,41522.45943083661,37690.196943607916,41627.28351333582,38050.01508113236,1984.515329326326,298.5263066695163,0.06574803118657258,-33243.76850492553,7.770528553637951,729.8777280835363,215.58968183818203,4262.696610346546,739.4081644059044,45149.678008804825,0.09999999999999985,71.32059556977454,5465392.099950484,139.1396807940281,97578.3445540845,241.5256918810718,1333.5700082470023,2.583366426680315,1007.1980335135272,0.9228027168535253,3.390187470249524,253312.21593283457
191,18,13,6,98624.15480714501,5,50,52,25,330.2738165067483,-688.1122700944161,68,5729235.928268313,0,38037.415034217425,38180.225653045534,39986.73095422527,38919.60900277496,1623.5371159770334,271.2561362217846,0.28552769950577106,-2535.24713656315,49.72057269022212,4475.3545355732285,191.75486886495548,1107.3942598541034,165.5835064252905,43938.05910965885,0.09999999999999994,206.68781742160633,5389381.909986536,1689.5571905304118,56714.87674504527,-147.92136186433922,2927.6623905002666,0.5685523436654112,1037.7403661877902,0.0689069229425785,1.828820793920997,253312.21593283457
180,17,6,6,60047.62717107209,5,5,1,35,-454.25145030767726,102.05097204132426,1,8371169.059267046,25,38962.39453555436,38634.42112196869,38387.584097640436,38022.600683789686,56.97635716529131,248.36679496164703,0.2645671284484248,-12049.606664635743,5.674382662925503,6068.439075729783,200.69659640431664,2022.208109790424,709.2602487040086,44198.32113650441,0.09999999999999998,67.72553461549691,8316409.766684408,1523.9693195615207,16283.21126049917,689.2402819462538,99.339555350433,0.531425060892599,837.4184011855006,0.5130743935285829,1.897460046462436,253312.21593283457
90,16,5,6,80085.56713056077,5,5,6,1,-374.38731303911914,-2348.891766817777,1,1274640.8646020119,0,41302.86301180583,38274.44566081511,41865.18663575108,38117.96045055478,1149.8908437546247,276.0209468899227,0.1394854330139106,-19316.65596501013,28.035837272397934,2951.5025684964435,137.344770294852,846.3676840681403,493.34846794189605,43707.81902983931,0.09999999999999995,32.67794610200632,3486402.1023107637,565.4036297526685,47085.964123914135,-290.70426833088135,2665.2576392282667,2.7549151687903355,818.0616909463233,0.8980916595351058,2.829734722013248,253312.21593283457
85,3,26,5,21028.551862523094,32,5,54,24,1489.1685586274562,1327.9691006637568,85,6669786.859750016,29,38617.63801877793,38319.16623205266,39830.219584149796,38508.21109566896,3613.7101243478437,255.7337834607326,0.27226585549864,-6051.699319364736,41.52851612906231,2938.4311125094937,177.7350222322822,1246.2882930401586,463.02265452308245,44873.775251578656,0.09999999999999996,30.822775608318857,9962096.40689263,-71.24912045620209,29457.019546628235,536.7669178365031,2049.032915926142,2.0582515537071084,1188.8758467284863,1.8006826575444284,3.2041969873310188,253312.21593283457
222,16,6,55,89681.23441640708,4,5,1,3,-495.71460739334725,1638.0861854888044,1,4714227.9788747355,13,40679.28019075138,37967.694132827855,39846.04821415013,38439.95622961248,2119.4621178726975,251.63601258690392,0.6428028309768076,-3250.8810645376216,5.9896587647977615,2727.5980474550206,56.75827894898644,2768.206562646622,286.6932969975382,43244.827480110536,0.09999999999999985,117.59139878127479,9160753.278501539,2084.513187204594,83239.79930993987,696.5459191623188,564.3218635475475,1.0493939081508068,828.4881076185615,1.621557494732298,3.3574558100080036,253312.21593283457
76,17,38,23,60987.60002957223,6,38,20,35,-823.5429691442989,-74.14448114760489,5,9203326.71869302,0,41706.362633599,37815.08801973867,39155.083357361014,38830.65668813694,693.2207379628833,272.8654324614153,0.19928352051023923,-6869.257817381742,41.98547682457211,5402.02562802509,183.734039388476,3513.140184939457,699.8358879188181,42729.75995261809,0.09999999999999987,193.96447876386281,3979157.5020906352,1016.7088257969697,11970.402143016101,787.4481602570531,1606.1795507810666,1.28392623520491,985.3431904233754,0.7068062707178906,3.5939834726998807,253312.21593283457
119,0,1,6,55379.38719649944,6,32,1,37,-256.4677222428902,-1680.7257624566112,57,4084531.929803162,30,40451.06291348598,37877.45878071954,41309.78526966758,37985.52407282606,2182.0453920305113,261.89034289007924,0.13561909416440765,-30084.688967327398,41.16969411171686,2207.543811786333,143.87582033598665,730.5671788259158,554.8683724861097,43440.888768582394,0.09999999999999996,138.0596271008534,7216624.575550266,-116.84425517401573,55147.02408167846,-305.39030527394823,1465.7933263630725,0.6559716156046966,1052.9874987296416,0.0402341745063759,1.2372956510464952,253312.21593283457
208,17,13,6,78423.98706752904,35,6,5,32,1396.0065771675713,-1145.4157355750697,51,8190928.880374808,30,37617.84324262822,37922.504175449554,39460.19846326465,38636.14018929519,2524.6014978118883,250.54285640518097,0.48127601941623577,-3034.3330531370957,3.4928355758782836,2266.1030404852822,194.65515128476804,3861.421333326763,147.5620661182326,44404.18278614022,0.09999999999999998,115.71835321845677,9123580.885211557,2093.168952466784,88919.08320658575,402.68370740475314,183.54634308004796,3.236481313917961,1093.943299130332,0.9185846116915735,2.5877445865395443,253312.21593283457
