feature_1,Category,Family,Type,Length,Family and Type,Type Id,Type Name,Family Name,Base Offset,Top Offset,Volume,Structural Material,Area,Elevation at Bottom,Elevation at Bottom Survey,Elevation at Top,Elevation at Top Survey,Width,Foundation Thickness,Structural Usage,Elevation from Level,Offset,Mark,Thickness,Unconnected Height,Base Offset From Level,Maximum Ridge Height,Absorptance,Default Thickness,Coarse Scale Fill Color,Height Offset From Level,Perimeter,Sill Height,Head Height,Wall Closure,Panel Width,Location Line,Number,price
22,10,13,17,14740.581135246073,51,10,6,3,228.7737465147452,-2253.9370512260525,47,4687140.791306636,0,37980.038865196206,37617.17431665995,38631.46307115318,38530.42123998626,3862.8226324303646,258.4885203037027,0.441667656130039,-14460.190622601986,2.658159653434178,3527.9779223587375,132.91252151112224,1025.677705571774,621.944726070239,44500.14524619613,0.0999999999999999,170.4264988907246,16408901.961975671,-219.90234929218437,77638.67578153049,874.8260377473641,1097.7940904962652,2.7191075229757167,1160.097660419488,0.8771889438174663,1.5770870264767818,126535.30882303066
38,17,13,54,75305.24918285974,15,17,1,3,730.7050643241187,-1824.7409444078448,8,7258032.773164879,0,40197.240633802154,38710.01733981191,41637.87094958151,38327.91964694619,656.9643986284931,238.14631911215503,0.32391248014486074,-14295.419949112533,48.33946584985872,3032.651024616437,119.2989159490292,543.5292123037913,249.31903913607468,44637.74790795575,0.09999999999999985,141.30470099861648,10201271.09468502,1979.605359800557,18623.23686261758,-395.7595416263074,3022.004961075206,3.5499312286746356,1199.145318971386,1.8954094230135374,1.0866281882439988,126535.30882303066
189,2,40,5,75473.10008521019,1,6,39,15,2803.7066055339565,-162.24037865269247,16,9857648.080046281,0,38387.5250250549,37682.8762824031,37839.4031482971,38806.12713961457,947.8487758289942,274.08828439123965,0.5761345699816854,-38281.602204309944,43.55718546873772,750.9149126983492,143.25470590752064,2565.947489341595,396.13370352713326,44252.47979989994,0.09999999999999996,74.52211716409309,7331191.8169364855,1544.7408975448736,89201.47704262425,814.1367525509343,2867.2921523156324,0.14321534400970615,876.7326026390651,1.898181644950921,2.4297135569486565,126535.30882303066
167,17,6,26,66840.68822909016,5,22,5,24,1307.7211950106548,-305.9815444742826,56,6887844.778132212,1,41058.25022834352,37723.964570509655,40642.92086226161,38408.51418665347,100.81659991545621,263.60104241389405,0.3239271490765848,-6559.327477032417,13.957812376839918,2250.6341895899795,101.83338068090349,2006.794309688409,326.109377109817,44993.42975549742,0.09999999999999987,115.95727355564127,236601.29414701115,1287.6586997315442,94222.58258762964,492.6042236905073,2449.685513819458,1.4164651143014795,989.3408536735196,0.313632059895272,3.0087968432289283,126535.30882303066
206,14,45,5,118177.43880033902,11,5,5,24,2738.3821750135526,979.7086819836513,1,1997580.178402446,32,39953.40022847502,38592.77001809442,41031.637951751865,38320.790836723274,217.5611541397746,261.672902949088,0.006750198912119032,-21792.80890927729,25.8905387626903,4356.469660325306,215.4800106544285,3295.5115048544703,429.8791646178352,43103.60235263643,0.09999999999999998,93.16630893357521,14103734.719637617,26.02523268600305,67601.96857753774,197.36914278053757,164.6720721999475,1.7051122505034577,1208.2603149136075,0.07748027589929429,1.6514501375364747,126535.30882303066
160,16,6,5,40974.0708873592,6,27,6,24,1895.2158539060551,368.83562641530534,28,6282526.941712335,0,40950.301175352506,37574.13192786614,40374.68087827085,38666.538767515245,3253.393384679424,236.98694330582705,0.300395655660585,-8191.6902654632395,44.75772425592344,2395.0366934168264,149.05514838180596,766.8039976732731,788.9015932000009,43749.10787029803,0.0999999999999999,70.12261136269635,6055474.951511076,1947.15639873984,69737.2327023021,-57.12780177304023,819.1068427615875,0.6141874060389174,873.7417280937211,1.2176604943773628,3.9766279962480344,126535.30882303066
108,2,6,1,88346.19143465123,6,1,36,14,46.96322579723346,-1135.4056874731275,2,6747833.369491132,0,38173.23496469353,38400.17732121196,41881.81236909887,37926.18382749448,3626.5226207049877,232.5495000296316,0.20984392402141294,-12310.407055907173,39.6759768388464,5465.800951738549,22.01758145126977,3099.559194029152,443.0683437505506,42755.606103574624,0.09999999999999985,122.8264557335562,12960297.479143431,153.72583798757995,88280.33961476495,-113.1050042457004,3025.141092435447,3.5633853187872755,1133.0543233720177,1.7831629474797515,2.544302098464832,126535.30882303066
104,17,5,14,126930.02176853512,13,6,26,3,657.6966048553734,1716.8934350881673,1,3534572.7636502595,0,42037.033047700446,38617.3388168458,38870.73813203465,38022.023176709816,643.8691134468919,290.54154037815545,0.8829998128439251,-18837.968647231777,33.82030990753221,5772.649730777183,227.4527096119677,3022.039495310351,277.42943108261,44540.64241506961,0.09999999999999996,175.06330485860923,1365097.8858267218,-252.25462471525572,66163.33102990664,95.92428486770791,2955.424787912951,0.29467574488839254,1067.9563095228439,0.08745688719932332,1.0373995464180672,126535.30882303066
208,2,32,13,11965.67337530315,13,5,6,10,3107.1636164638458,-815.9228424066825,17,7253212.397750154,13,41368.19224180173,38644.04297204102,39547.23973148869,38714.61577626669,3720.1046758403863,271.5980871858407,0.6956004497699829,-26611.534486721695,36.297203046312305,1890.572304088614,210.76207050274292,1710.9598395185487,286.299174078121,44186.116678104554,0.09999999999999991,173.23830824683174,1326806.9352665925,1045.66184238862,32745.819867084312,40.6611132108589,2215.709111989513,1.471352046226285,1051.4914332257688,0.022417971387669322,3.2022730249736977,126535.30882303066
30,7,1,48,101127.19954219139,5,6,6,3,1850.4720496914656,-630.8637248672869,26,6989908.98579886,1,38455.410817676544,37712.94378632682,39588.48321804327,38163.17714022356,2732.208468839221,237.70123882727813,0.6268836031782745,-26193.40465106735,3.796102182728145,4583.551123164839,96.7983155912192,3190.1805418796625,617.844327026883,43479.206316003845,0.09999999999999988,105.83715031776735,7017037.57221033,1450.9764990130748,99301.08354892097,-12.930997892215942,2302.3341413138764,1.9190147624916811,911.1064904648705,0.08601282774985441,2.144679544841157,126535.30882303066
