feature_1,Category,Family,Type,Length,Family and Type,Type Id,Type Name,Family Name,Base Offset,Top Offset,Volume,Structural Material,Area,Elevation at Bottom,Elevation at Bottom Survey,Elevation at Top,Elevation at Top Survey,Width,Foundation Thickness,Structural Usage,Elevation from Level,Offset,Mark,Thickness,Unconnected Height,Base Offset From Level,Maximum Ridge Height,Absorptance,Default Thickness,Coarse Scale Fill Color,Height Offset From Level,Perimeter,Sill Height,Head Height,Wall Closure,Panel Width,Location Line,Number,price
113,2,17,42,51521.52886706614,50,27,13,24,218.4045164540687,-2163.714402663936,0,4909074.489899096,0,38753.774678532674,37816.67454417045,38401.94454144935,38846.538621808766,4410.42653655287,266.5531912277297,0.052633770551783754,-35477.10915107384,3.998385268687726,2579.6300983976435,134.71581042729082,3674.667959338822,171.2896188461566,42911.12285149513,0.1,195.08480745744518,5588586.324654987,2219.953842783442,83378.90298743652,833.4047144741855,758.9395593631559,2.2183696080825093,1212.2273305921758,1.280970196060586,2.5803932542197403,266077.7722094046
75,16,26,45,16791.753292711073,26,5,50,3,2274.805961646103,667.798747192388,3,4292923.88185048,0,39470.636960985066,38295.76812455078,42192.581732704246,38504.0308893571,1683.0083675697408,255.47440192831414,0.9332391898306063,-3898.3401009168883,26.51629728951552,5909.182387482342,118.41435361105628,984.3837173090009,666.0653929404102,43796.24095212036,0.09999999999999987,33.75844321487252,12641642.020816466,2298.042700334344,84658.55975846769,849.9776970525866,1266.592895750153,0.6573073502363136,1249.281795140277,0.5591466460936205,3.9789308413040367,266077.7722094046
98,17,5,54,69127.07977437106,13,3,1,40,-36.789725056918996,-1432.109164707385,7,2519835.754152575,4,40933.10289684169,38099.46313544583,41724.98969677288,38186.924319744634,3541.737668094594,264.6046034935931,0.5251407050856197,-36188.22968973295,17.721497958701416,4377.626215746455,74.36616505750305,1392.4355787209554,354.0798332831674,44258.796145491884,0.09999999999999985,116.61003722228314,6774203.203234994,185.33163424872873,72363.94280093806,468.54297260408885,2138.7805577755203,1.8588798801707278,1045.4932461666767,1.5931515359961368,1.633741736202373,266077.7722094046
143,17,54,52,2890.719598265246,6,5,8,29,-1170.7158255427744,789.9342211599119,2,7050053.16098093,30,41368.87451431874,37929.162257935415,39720.672505508046,37864.34629868996,1146.7835045680185,274.9542328908608,0.1780726407305665,-8122.93157577539,2.667588985924824,3920.71509646689,186.41046018909722,2823.1235715702737,709.5087347902962,43675.72458018706,0.0999999999999999,71.05716556733748,8984399.288203765,289.5784514074952,57894.16034542306,179.51035134535755,1383.302122272737,3.981004028255744,1111.1051914960185,1.673702168969141,1.7842410950767187,266077.7722094046
81,9,54,6,116529.29555490937,13,54,54,24,1801.1304226787497,1693.1510134699101,28,8454718.886981137,0,39489.2518528733,38139.242527969,42039.005220909385,38959.44883512313,3025.819236481844,241.06770395378794,0.3359034185693679,-5807.687216151913,39.35734836872987,2101.8122523006746,112.9336911882733,4033.8371789829666,523.7924022707143,44839.76115376067,0.09999999999999987,229.38054560900747,11435675.079567818,345.13711214726334,48718.07692246206,351.9893304077642,1661.5642058774026,2.2878463834173073,888.7601792613362,0.22556308010607484,3.0950573625706514,266077.7722094046
212,4,10,5,30244.831386159465,54,5,5,2,3199.7249516077527,1824.1022896736076,1,6274927.055407498,0,39308.525698232814,38115.028011488,38714.46551371632,38001.24886209426,1371.214843789602,238.93120740919932,0.09256220497353451,-37607.64003256242,7.387923166433236,4339.876247633994,151.5025569634424,1882.4735729539584,623.1878666927172,45309.361735839106,0.09999999999999998,140.61228838814515,8850544.673954848,-114.17487789028729,36573.51943965419,435.83559821790345,358.7469705982385,0.4795749435759138,983.7237265732238,0.3648244699407557,3.0006388816673724,266077.7722094046
49,17,6,1,3467.290309865705,48,52,5,3,590.3470747173956,1409.0806132914468,60,9752347.851313274,19,38194.766334816835,38068.61668077533,41723.55793484251,38590.27609413815,2066.388918856366,252.190017913993,0.8951086048306103,-23819.91728920654,38.830908537539756,1499.737699078211,56.158591169170364,3564.0848761388793,138.06377423750567,45037.97726898749,0.09999999999999996,75.0730948549681,15317933.423771901,1740.6697680895431,68035.92970671169,163.45765519460656,2269.7432811157423,3.3802363768046035,836.0795946239867,1.893214457309628,1.6074933144294392,266077.7722094046
50,17,17,37,61522.93103002129,6,1,6,3,1903.6962211824152,337.29670607611024,0,1538499.511127604,19,40141.67108869294,38190.76645231652,38949.7107577166,38355.76050919388,263.6804977042517,248.34947367665387,0.94997839734954,-37535.89554411242,22.54322281521024,395.7093429929221,196.20615625303807,3375.9540430871916,343.8009544190412,43673.38016568448,0.09999999999999991,159.04251837663412,16039436.739496114,1203.6956651384944,83192.83084609962,-91.67862454542507,1494.3103086154938,2.6269244712887656,992.5239447270337,1.1165949980613004,2.4618821206421786,266077.7722094046
78,2,38,27,23572.80260108521,13,5,5,24,2117.1543206052156,-2315.4167485479597,43,9106089.350094808,27,40223.64938038208,38598.18713553427,41977.16364080234,37816.43630115288,3020.6282592418834,289.9322267800343,0.939459992497015,-12848.279958042323,7.619653167370188,6116.710465992537,28.184043930001568,468.96686608319817,376.6897045405749,42684.36987277432,0.1,47.8483193661893,8324391.8420853205,164.4027373084582,72742.80154331855,481.3317427005645,1438.6583008288208,2.8564142155323617,1042.893950308467,1.7222643414823806,1.109812598401869,266077.7722094046
241,18,42,15,74750.29996292699,37,13,13,3,842.5901974995393,-834.4852033019117,52,1332521.8532881213,13,38572.82196089065,38071.83942537143,38479.063980266044,38347.222525273464,1201.49923400787,280.26778544505476,0.42633198338750067,-33138.24306681306,2.0909346466240986,4817.747602329682,28.779600929287717,3213.4154501248368,871.2485836441596,42909.325241071536,0.09999999999999985,20.237616396321165,7442725.293560608,-290.79935157606536,96428.16940786417,93.06924167196956,141.7843171269485,1.8181424797125483,847.4421580183288,1.9140876322454765,1.2517421213095967,266077.7722094046
